Year,Date,Day,DayOfYear,Hour,DayHour,APSCEP,ANSCEP,APTCEP,ANTCEP
2019,2019-01-02 19:00:00,2019/01/02,01/02,9,2019/01/02 19,84.14,56.1,86.696,0.0
2019,2019-01-02 19:15:00,2019/01/02,01/02,9,2019/01/02 19,83.63,55.75,86.696,0.0
2019,2019-01-02 19:30:00,2019/01/02,01/02,9,2019/01/02 19,83.63,55.75,86.696,0.0
2019,2019-01-02 19:45:00,2019/01/02,01/02,9,2019/01/02 19,83.63,55.75,86.696,0.0
2019,2019-01-02 20:00:00,2019/01/02,01/02,0,2019/01/02 20,83.63,55.75,86.696,0.0
2019,2019-01-02 20:15:00,2019/01/02,01/02,0,2019/01/02 20,80.28,53.52,0.0,0.0
2019,2019-01-02 20:30:00,2019/01/02,01/02,0,2019/01/02 20,80.28,53.52,0.0,0.0
2019,2019-01-02 20:45:00,2019/01/02,01/02,0,2019/01/02 20,80.28,53.52,0.0,0.0
2019,2019-01-02 21:00:00,2019/01/02,01/02,1,2019/01/02 21,80.28,53.52,0.0,0.0
2019,2019-01-02 21:15:00,2019/01/02,01/02,1,2019/01/02 21,73.13,48.75,0.0,0.0
2019,2019-01-02 21:30:00,2019/01/02,01/02,1,2019/01/02 21,73.13,48.75,0.0,0.0
2019,2019-01-02 21:45:00,2019/01/02,01/02,1,2019/01/02 21,73.13,48.75,0.0,0.0
2019,2019-01-02 22:00:00,2019/01/02,01/02,2,2019/01/02 22,73.13,48.75,0.0,0.0
2019,2019-01-02 22:15:00,2019/01/02,01/02,2,2019/01/02 22,72.08,48.06,85.0,0.0
2019,2019-01-02 22:30:00,2019/01/02,01/02,2,2019/01/02 22,72.08,48.06,85.0,0.0
2019,2019-01-02 22:45:00,2019/01/02,01/02,2,2019/01/02 22,72.08,48.06,85.0,0.0
2019,2019-01-02 23:00:00,2019/01/02,01/02,3,2019/01/02 23,72.08,48.06,85.0,0.0
2019,2019-01-02 23:15:00,2019/01/02,01/02,3,2019/01/02 23,70.76,47.18,85.0,0.0
2019,2019-01-02 23:30:00,2019/01/02,01/02,3,2019/01/02 23,70.76,47.18,85.0,0.0
2019,2019-01-02 23:45:00,2019/01/02,01/02,3,2019/01/02 23,70.76,47.18,85.0,0.0
2019,2019-01-03 00:00:00,2019/01/03,01/03,0,2019/01/03 00,70.76,47.18,85.0,0.0
2019,2019-01-03 00:15:00,2019/01/03,01/03,0,2019/01/03 00,63.64,42.42,85.33,0.0
2019,2019-01-03 00:30:00,2019/01/03,01/03,0,2019/01/03 00,63.64,42.42,85.33,0.0
2019,2019-01-03 00:45:00,2019/01/03,01/03,0,2019/01/03 00,63.64,42.42,85.33,0.0
2019,2019-01-03 01:00:00,2019/01/03,01/03,1,2019/01/03 01,63.64,42.42,0.0,0.0
2019,2019-01-03 01:15:00,2019/01/03,01/03,1,2019/01/03 01,60.6,40.4,0.0,0.0
2019,2019-01-03 01:30:00,2019/01/03,01/03,1,2019/01/03 01,60.6,40.4,0.0,0.0
2019,2019-01-03 01:45:00,2019/01/03,01/03,1,2019/01/03 01,60.6,40.4,0.0,-36.667
2019,2019-01-03 02:00:00,2019/01/03,01/03,2,2019/01/03 02,60.6,40.4,0.0,-36.667
2019,2019-01-03 02:15:00,2019/01/03,01/03,2,2019/01/03 02,57.98,38.66,0.0,0.0
2019,2019-01-03 02:30:00,2019/01/03,01/03,2,2019/01/03 02,57.98,38.66,0.0,0.0
2019,2019-01-03 02:45:00,2019/01/03,01/03,2,2019/01/03 02,57.98,38.66,0.0,0.0
2019,2019-01-03 03:00:00,2019/01/03,01/03,3,2019/01/03 03,57.98,38.66,0.0,0.0
2019,2019-01-03 03:15:00,2019/01/03,01/03,3,2019/01/03 03,57.07,36.35,0.0,0.0
2019,2019-01-03 03:30:00,2019/01/03,01/03,3,2019/01/03 03,57.07,36.35,0.0,0.0
2019,2019-01-03 03:45:00,2019/01/03,01/03,3,2019/01/03 03,57.07,36.35,0.0,0.0
2019,2019-01-03 04:00:00,2019/01/03,01/03,4,2019/01/03 04,57.07,36.35,0.0,0.0
2019,2019-01-03 04:15:00,2019/01/03,01/03,4,2019/01/03 04,57.07,36.39,0.0,28.0
2019,2019-01-03 04:30:00,2019/01/03,01/03,4,2019/01/03 04,57.07,36.39,0.0,28.0
2019,2019-01-03 04:45:00,2019/01/03,01/03,4,2019/01/03 04,57.07,36.39,0.0,28.0
2019,2019-01-03 05:00:00,2019/01/03,01/03,5,2019/01/03 05,57.07,36.39,0.0,28.0
2019,2019-01-03 05:15:00,2019/01/03,01/03,5,2019/01/03 05,59.93,39.95,0.0,28.0
2019,2019-01-03 05:30:00,2019/01/03,01/03,5,2019/01/03 05,59.93,39.95,0.0,28.0
2019,2019-01-03 05:45:00,2019/01/03,01/03,5,2019/01/03 05,59.93,39.95,0.0,28.0
2019,2019-01-03 06:00:00,2019/01/03,01/03,6,2019/01/03 06,59.93,39.95,0.0,28.0
2019,2019-01-03 06:15:00,2019/01/03,01/03,6,2019/01/03 06,65.96,43.98,0.0,28.0
2019,2019-01-03 06:30:00,2019/01/03,01/03,6,2019/01/03 06,65.96,43.98,0.0,28.0
2019,2019-01-03 06:45:00,2019/01/03,01/03,6,2019/01/03 06,65.96,43.98,0.0,28.0
2019,2019-01-03 07:00:00,2019/01/03,01/03,7,2019/01/03 07,65.96,43.98,0.0,-15.111
2019,2019-01-03 07:15:00,2019/01/03,01/03,7,2019/01/03 07,80.26,53.5,0.0,-15.111
2019,2019-01-03 07:30:00,2019/01/03,01/03,7,2019/01/03 07,80.26,53.5,0.0,-15.111
2019,2019-01-03 07:45:00,2019/01/03,01/03,7,2019/01/03 07,80.26,53.5,0.0,-15.111
2019,2019-01-03 08:00:00,2019/01/03,01/03,8,2019/01/03 08,80.26,53.5,0.0,-15.111
2019,2019-01-03 08:15:00,2019/01/03,01/03,8,2019/01/03 08,83.36,55.58,0.0,0.0
2019,2019-01-03 08:30:00,2019/01/03,01/03,8,2019/01/03 08,83.36,55.58,0.0,0.0
2019,2019-01-03 08:45:00,2019/01/03,01/03,8,2019/01/03 08,83.36,55.58,0.0,0.0
2019,2019-01-03 09:00:00,2019/01/03,01/03,9,2019/01/03 09,83.36,55.58,0.0,0.0
2019,2019-01-03 09:15:00,2019/01/03,01/03,9,2019/01/03 09,83.47,55.65,0.0,0.0
2019,2019-01-03 09:30:00,2019/01/03,01/03,9,2019/01/03 09,83.47,55.65,0.0,0.0
2019,2019-01-03 09:45:00,2019/01/03,01/03,9,2019/01/03 09,83.47,55.65,0.0,0.0
2019,2019-01-03 10:00:00,2019/01/03,01/03,0,2019/01/03 10,83.47,55.65,0.0,0.0
2019,2019-01-03 10:15:00,2019/01/03,01/03,0,2019/01/03 10,83.56,55.7,0.0,0.0
2019,2019-01-03 10:30:00,2019/01/03,01/03,0,2019/01/03 10,83.56,55.7,0.0,0.0
2019,2019-01-03 10:45:00,2019/01/03,01/03,0,2019/01/03 10,83.56,55.7,0.0,0.0
2019,2019-01-03 11:00:00,2019/01/03,01/03,1,2019/01/03 11,83.56,55.7,0.0,0.0
2019,2019-01-03 11:15:00,2019/01/03,01/03,1,2019/01/03 11,82.86,55.24,0.0,0.0
2019,2019-01-03 11:30:00,2019/01/03,01/03,1,2019/01/03 11,82.86,55.24,0.0,30.0
2019,2019-01-03 11:45:00,2019/01/03,01/03,1,2019/01/03 11,82.86,55.24,0.0,30.0
2019,2019-01-03 12:00:00,2019/01/03,01/03,2,2019/01/03 12,82.86,55.24,0.0,30.0
2019,2019-01-03 12:15:00,2019/01/03,01/03,2,2019/01/03 12,82.74,55.16,0.0,26.667
2019,2019-01-03 12:30:00,2019/01/03,01/03,2,2019/01/03 12,82.74,55.16,0.0,26.667
2019,2019-01-03 12:45:00,2019/01/03,01/03,2,2019/01/03 12,82.74,55.16,0.0,26.667
2019,2019-01-03 13:00:00,2019/01/03,01/03,3,2019/01/03 13,82.74,55.16,0.0,26.667
2019,2019-01-03 13:15:00,2019/01/03,01/03,3,2019/01/03 13,79.94,53.3,0.0,26.667
2019,2019-01-03 13:30:00,2019/01/03,01/03,3,2019/01/03 13,79.94,53.3,0.0,26.667
2019,2019-01-03 13:45:00,2019/01/03,01/03,3,2019/01/03 13,79.94,53.3,0.0,26.667
2019,2019-01-03 14:00:00,2019/01/03,01/03,4,2019/01/03 14,79.94,53.3,0.0,26.667
2019,2019-01-03 14:15:00,2019/01/03,01/03,4,2019/01/03 14,79.33,52.89,0.0,26.667
2019,2019-01-03 14:30:00,2019/01/03,01/03,4,2019/01/03 14,79.33,52.89,0.0,26.667
2019,2019-01-03 14:45:00,2019/01/03,01/03,4,2019/01/03 14,79.33,52.89,0.0,26.667
2019,2019-01-03 15:00:00,2019/01/03,01/03,5,2019/01/03 15,79.33,52.89,0.0,26.667
2019,2019-01-03 15:15:00,2019/01/03,01/03,5,2019/01/03 15,81.34,54.22,0.0,26.667
2019,2019-01-03 15:30:00,2019/01/03,01/03,5,2019/01/03 15,81.34,54.22,0.0,26.667
2019,2019-01-03 15:45:00,2019/01/03,01/03,5,2019/01/03 15,81.34,54.22,0.0,26.667
2019,2019-01-03 16:00:00,2019/01/03,01/03,6,2019/01/03 16,81.34,54.22,0.0,26.667
