Year,Date,Day,DayOfYear,Hour,DayHour,APSCEP,ANSCEP,APTCEP,ANTCEP
2020,2020-01-01 05:45:00,2020/01/01,01/01,5,2020/01/01 05,36.77,21.57,43.757895,0.0
2020,2020-01-01 06:00:00,2020/01/01,01/01,6,2020/01/01 06,36.77,21.57,43.757895,0.0
2020,2020-01-01 06:15:00,2020/01/01,01/01,6,2020/01/01 06,36.77,22.33,43.757895,0.0
2020,2020-01-01 06:30:00,2020/01/01,01/01,6,2020/01/01 06,36.77,22.33,43.757895,0.0
2020,2020-01-01 06:45:00,2020/01/01,01/01,6,2020/01/01 06,36.77,22.33,43.757895,0.0
2020,2020-01-01 07:00:00,2020/01/01,01/01,7,2020/01/01 07,36.77,22.33,43.757895,0.0
2020,2020-01-01 07:15:00,2020/01/01,01/01,7,2020/01/01 07,36.77,22.1,43.757895,0.0
2020,2020-01-01 07:30:00,2020/01/01,01/01,7,2020/01/01 07,36.77,22.1,43.757895,0.0
2020,2020-01-01 07:45:00,2020/01/01,01/01,7,2020/01/01 07,36.77,22.1,43.757895,0.0
2020,2020-01-01 08:00:00,2020/01/01,01/01,8,2020/01/01 08,36.77,22.1,43.757895,0.0
2020,2020-01-01 08:15:00,2020/01/01,01/01,8,2020/01/01 08,36.77,21.62,0.0,0.0
2020,2020-01-01 08:30:00,2020/01/01,01/01,8,2020/01/01 08,36.77,21.62,0.0,0.0
2020,2020-01-01 08:45:00,2020/01/01,01/01,8,2020/01/01 08,36.77,21.62,0.0,0.0
2020,2020-01-01 09:00:00,2020/01/01,01/01,9,2020/01/01 09,36.77,21.62,0.0,0.0
2020,2020-01-01 09:15:00,2020/01/01,01/01,9,2020/01/01 09,36.77,22.37,0.0,0.0
2020,2020-01-01 09:30:00,2020/01/01,01/01,9,2020/01/01 09,36.77,22.37,0.0,0.0
2020,2020-01-01 09:45:00,2020/01/01,01/01,9,2020/01/01 09,36.77,22.37,0.0,0.0
2020,2020-01-01 10:00:00,2020/01/01,01/01,0,2020/01/01 10,36.77,22.37,0.0,0.0
2020,2020-01-01 10:15:00,2020/01/01,01/01,0,2020/01/01 10,36.77,22.47,0.0,0.0
2020,2020-01-01 10:30:00,2020/01/01,01/01,0,2020/01/01 10,36.77,22.47,0.0,0.0
2020,2020-01-01 10:45:00,2020/01/01,01/01,0,2020/01/01 10,36.77,22.47,0.0,0.0
2020,2020-01-01 11:00:00,2020/01/01,01/01,1,2020/01/01 11,36.77,22.47,46.461538,0.0
2020,2020-01-01 11:15:00,2020/01/01,01/01,1,2020/01/01 11,36.77,21.89,46.461538,0.0
2020,2020-01-01 11:30:00,2020/01/01,01/01,1,2020/01/01 11,36.77,21.89,46.461538,0.0
2020,2020-01-01 11:45:00,2020/01/01,01/01,1,2020/01/01 11,36.77,21.89,46.461538,0.0
2020,2020-01-01 12:00:00,2020/01/01,01/01,2,2020/01/01 12,36.77,21.89,46.461538,0.0
2020,2020-01-01 12:15:00,2020/01/01,01/01,2,2020/01/01 12,36.77,22.67,0.0,0.0
2020,2020-01-01 12:30:00,2020/01/01,01/01,2,2020/01/01 12,36.77,22.67,0.0,0.0
2020,2020-01-01 12:45:00,2020/01/01,01/01,2,2020/01/01 12,36.77,22.67,0.0,0.0
2020,2020-01-01 13:00:00,2020/01/01,01/01,3,2020/01/01 13,36.77,22.67,0.0,0.0
2020,2020-01-01 13:15:00,2020/01/01,01/01,3,2020/01/01 13,36.77,21.77,48.786207,0.0
2020,2020-01-01 13:30:00,2020/01/01,01/01,3,2020/01/01 13,36.77,21.77,48.786207,0.0
2020,2020-01-01 13:45:00,2020/01/01,01/01,3,2020/01/01 13,36.77,21.77,51.376744,0.0
2020,2020-01-01 14:00:00,2020/01/01,01/01,4,2020/01/01 14,36.77,21.77,51.376744,0.0
2020,2020-01-01 14:15:00,2020/01/01,01/01,4,2020/01/01 14,36.77,22.41,51.376744,0.0
2020,2020-01-01 14:30:00,2020/01/01,01/01,4,2020/01/01 14,36.77,22.41,51.376744,0.0
2020,2020-01-01 14:45:00,2020/01/01,01/01,4,2020/01/01 14,36.77,22.41,51.376744,0.0
2020,2020-01-01 15:00:00,2020/01/01,01/01,5,2020/01/01 15,36.77,22.41,51.376744,0.0
2020,2020-01-01 15:15:00,2020/01/01,01/01,5,2020/01/01 15,37.31,24.87,51.376744,0.0
2020,2020-01-01 15:30:00,2020/01/01,01/01,5,2020/01/01 15,37.31,24.87,51.376744,0.0
2020,2020-01-01 15:45:00,2020/01/01,01/01,5,2020/01/01 15,37.31,24.87,51.376744,0.0
2020,2020-01-01 16:00:00,2020/01/01,01/01,6,2020/01/01 16,37.31,24.87,51.376744,0.0
2020,2020-01-01 16:15:00,2020/01/01,01/01,6,2020/01/01 16,41.58,27.72,55.308333,0.0
2020,2020-01-01 16:30:00,2020/01/01,01/01,6,2020/01/01 16,41.58,27.72,55.308333,0.0
2020,2020-01-01 16:45:00,2020/01/01,01/01,6,2020/01/01 16,41.58,27.72,55.308333,0.0
2020,2020-01-01 17:00:00,2020/01/01,01/01,7,2020/01/01 17,41.58,27.72,55.308333,0.0
2020,2020-01-01 17:15:00,2020/01/01,01/01,7,2020/01/01 17,48.28,32.18,55.308333,0.0
2020,2020-01-01 17:30:00,2020/01/01,01/01,7,2020/01/01 17,48.28,32.18,55.308333,0.0
2020,2020-01-01 17:45:00,2020/01/01,01/01,7,2020/01/01 17,48.28,32.18,55.308333,0.0
2020,2020-01-01 18:00:00,2020/01/01,01/01,8,2020/01/01 18,48.28,32.18,55.308333,0.0
2020,2020-01-01 18:15:00,2020/01/01,01/01,8,2020/01/01 18,49.21,32.81,55.308333,0.0
2020,2020-01-01 18:30:00,2020/01/01,01/01,8,2020/01/01 18,49.21,32.81,55.308333,0.0
2020,2020-01-01 18:45:00,2020/01/01,01/01,8,2020/01/01 18,49.21,32.81,55.308333,0.0
2020,2020-01-01 19:00:00,2020/01/01,01/01,9,2020/01/01 19,49.21,32.81,55.308333,0.0
2020,2020-01-01 19:15:00,2020/01/01,01/01,9,2020/01/01 19,49.37,32.91,55.308333,0.0
2020,2020-01-01 19:30:00,2020/01/01,01/01,9,2020/01/01 19,49.37,32.91,55.308333,0.0
2020,2020-01-01 19:45:00,2020/01/01,01/01,9,2020/01/01 19,49.37,32.91,55.308333,0.0
2020,2020-01-01 20:00:00,2020/01/01,01/01,0,2020/01/01 20,49.37,32.91,55.308333,0.0
2020,2020-01-01 20:15:00,2020/01/01,01/01,0,2020/01/01 20,47.56,31.7,53.535,0.0
2020,2020-01-01 20:30:00,2020/01/01,01/01,0,2020/01/01 20,47.56,31.7,53.535,0.0
2020,2020-01-01 20:45:00,2020/01/01,01/01,0,2020/01/01 20,47.56,31.7,53.535,0.0
2020,2020-01-01 21:00:00,2020/01/01,01/01,1,2020/01/01 21,47.56,31.7,53.535,0.0
2020,2020-01-01 21:15:00,2020/01/01,01/01,1,2020/01/01 21,43.15,28.77,53.535,0.0
2020,2020-01-01 21:30:00,2020/01/01,01/01,1,2020/01/01 21,43.15,28.77,53.535,0.0
2020,2020-01-01 21:45:00,2020/01/01,01/01,1,2020/01/01 21,43.15,28.77,53.535,0.0
2020,2020-01-01 22:00:00,2020/01/01,01/01,2,2020/01/01 22,43.15,28.77,53.535,0.0
2020,2020-01-01 22:15:00,2020/01/01,01/01,2,2020/01/01 22,42.38,28.26,53.535,0.0
2020,2020-01-01 22:30:00,2020/01/01,01/01,2,2020/01/01 22,42.38,28.26,53.535,0.0
2020,2020-01-01 22:45:00,2020/01/01,01/01,2,2020/01/01 22,42.38,28.26,53.535,0.0
2020,2020-01-01 23:00:00,2020/01/01,01/01,3,2020/01/01 23,42.38,28.26,53.535,0.0
2020,2020-01-01 23:15:00,2020/01/01,01/01,3,2020/01/01 23,38.22,25.48,53.535,0.0
2020,2020-01-01 23:30:00,2020/01/01,01/01,3,2020/01/01 23,38.22,25.48,53.535,0.0
2020,2020-01-01 23:45:00,2020/01/01,01/01,3,2020/01/01 23,38.22,25.48,53.535,0.0
2020,2020-01-02 00:00:00,2020/01/02,01/02,0,2020/01/02 00,38.22,25.48,53.535,0.0
2020,2020-01-02 00:15:00,2020/01/02,01/02,0,2020/01/02 00,40.28,26.86,50.605263,0.0
2020,2020-01-02 00:30:00,2020/01/02,01/02,0,2020/01/02 00,40.28,26.86,50.605263,0.0
2020,2020-01-02 00:45:00,2020/01/02,01/02,0,2020/01/02 00,40.28,26.86,50.605263,0.0
2020,2020-01-02 01:00:00,2020/01/02,01/02,1,2020/01/02 01,40.28,26.86,50.605263,0.0
2020,2020-01-02 01:15:00,2020/01/02,01/02,1,2020/01/02 01,38.04,25.36,0.0,0.0
2020,2020-01-02 01:30:00,2020/01/02,01/02,1,2020/01/02 01,38.04,25.36,0.0,0.0
2020,2020-01-02 01:45:00,2020/01/02,01/02,1,2020/01/02 01,38.04,25.36,0.0,0.0
2020,2020-01-02 02:00:00,2020/01/02,01/02,2,2020/01/02 02,38.04,25.36,0.0,0.0
2020,2020-01-02 02:15:00,2020/01/02,01/02,2,2020/01/02 02,36.95,24.63,0.0,0.0
2020,2020-01-02 02:30:00,2020/01/02,01/02,2,2020/01/02 02,36.95,24.63,0.0,3.60241
2020,2020-01-02 02:45:00,2020/01/02,01/02,2,2020/01/02 02,36.95,24.63,0.0,3.60241
2020,2020-01-02 03:00:00,2020/01/02,01/02,3,2020/01/02 03,36.95,24.63,0.0,3.60241
2020,2020-01-02 03:15:00,2020/01/02,01/02,3,2020/01/02 03,36.77,23.26,0.0,3.60241
2020,2020-01-02 03:30:00,2020/01/02,01/02,3,2020/01/02 03,36.77,23.26,0.0,3.60241
2020,2020-01-02 03:45:00,2020/01/02,01/02,3,2020/01/02 03,36.77,23.26,0.0,3.60241
2020,2020-01-02 04:00:00,2020/01/02,01/02,4,2020/01/02 04,36.77,23.26,0.0,3.60241
2020,2020-01-02 04:15:00,2020/01/02,01/02,4,2020/01/02 04,36.77,23.22,0.0,0.0
2020,2020-01-02 04:30:00,2020/01/02,01/02,4,2020/01/02 04,36.77,23.22,0.0,0.0
2020,2020-01-02 04:45:00,2020/01/02,01/02,4,2020/01/02 04,36.77,23.22,0.0,0.0
2020,2020-01-02 05:00:00,2020/01/02,01/02,5,2020/01/02 05,36.77,23.22,0.0,0.0
2020,2020-01-02 05:15:00,2020/01/02,01/02,5,2020/01/02 05,36.77,24.23,0.0,0.0
2020,2020-01-02 05:30:00,2020/01/02,01/02,5,2020/01/02 05,36.77,24.23,0.0,0.0
2020,2020-01-02 05:45:00,2020/01/02,01/02,5,2020/01/02 05,36.77,24.23,0.0,0.0
2020,2020-01-02 06:00:00,2020/01/02,01/02,6,2020/01/02 06,36.77,24.23,0.0,0.0
2020,2020-01-02 06:15:00,2020/01/02,01/02,6,2020/01/02 06,43.37,28.91,0.0,0.0
2020,2020-01-02 06:30:00,2020/01/02,01/02,6,2020/01/02 06,43.37,28.91,0.0,0.0
2020,2020-01-02 06:45:00,2020/01/02,01/02,6,2020/01/02 06,43.37,28.91,0.0,0.0
2020,2020-01-02 07:00:00,2020/01/02,01/02,7,2020/01/02 07,43.37,28.91,0.0,0.0
2020,2020-01-02 07:15:00,2020/01/02,01/02,7,2020/01/02 07,50.04,33.36,0.0,0.0
2020,2020-01-02 07:30:00,2020/01/02,01/02,7,2020/01/02 07,50.04,33.36,0.0,0.0
2020,2020-01-02 07:45:00,2020/01/02,01/02,7,2020/01/02 07,50.04,33.36,0.0,0.0
2020,2020-01-02 08:00:00,2020/01/02,01/02,8,2020/01/02 08,50.04,33.36,0.0,0.0
2020,2020-01-02 08:15:00,2020/01/02,01/02,8,2020/01/02 08,52.55,35.03,0.0,0.0
2020,2020-01-02 08:30:00,2020/01/02,01/02,8,2020/01/02 08,52.55,35.03,0.0,0.0
2020,2020-01-02 08:45:00,2020/01/02,01/02,8,2020/01/02 08,52.55,35.03,0.0,0.0
2020,2020-01-02 09:00:00,2020/01/02,01/02,9,2020/01/02 09,52.55,35.03,0.0,0.0
2020,2020-01-02 09:15:00,2020/01/02,01/02,9,2020/01/02 09,53.06,35.38,0.0,0.0
2020,2020-01-02 09:30:00,2020/01/02,01/02,9,2020/01/02 09,53.06,35.38,0.0,0.0
2020,2020-01-02 09:45:00,2020/01/02,01/02,9,2020/01/02 09,53.06,35.38,0.0,0.0
2020,2020-01-02 10:00:00,2020/01/02,01/02,0,2020/01/02 10,53.06,35.38,0.0,0.0
2020,2020-01-02 10:15:00,2020/01/02,01/02,0,2020/01/02 10,51.42,34.28,0.0,0.0
2020,2020-01-02 10:30:00,2020/01/02,01/02,0,2020/01/02 10,51.42,34.28,0.0,0.0
2020,2020-01-02 10:45:00,2020/01/02,01/02,0,2020/01/02 10,51.42,34.28,0.0,0.0
2020,2020-01-02 11:00:00,2020/01/02,01/02,1,2020/01/02 11,51.42,34.28,0.0,0.0
2020,2020-01-02 11:15:00,2020/01/02,01/02,1,2020/01/02 11,51.62,34.42,0.0,0.0
2020,2020-01-02 11:30:00,2020/01/02,01/02,1,2020/01/02 11,51.62,34.42,0.0,0.0
2020,2020-01-02 11:45:00,2020/01/02,01/02,1,2020/01/02 11,51.62,34.42,0.0,0.0
2020,2020-01-02 12:00:00,2020/01/02,01/02,2,2020/01/02 12,51.62,34.42,0.0,0.0
2020,2020-01-02 12:15:00,2020/01/02,01/02,2,2020/01/02 12,51.5,34.34,0.0,0.0
2020,2020-01-02 12:30:00,2020/01/02,01/02,2,2020/01/02 12,51.5,34.34,0.0,0.0
2020,2020-01-02 12:45:00,2020/01/02,01/02,2,2020/01/02 12,51.5,34.34,0.0,0.0
2020,2020-01-02 13:00:00,2020/01/02,01/02,3,2020/01/02 13,51.5,34.34,0.0,0.0
2020,2020-01-02 13:15:00,2020/01/02,01/02,3,2020/01/02 13,51.08,34.06,0.0,0.0
2020,2020-01-02 13:30:00,2020/01/02,01/02,3,2020/01/02 13,51.08,34.06,0.0,0.0
2020,2020-01-02 13:45:00,2020/01/02,01/02,3,2020/01/02 13,51.08,34.06,51.55,0.0
2020,2020-01-02 14:00:00,2020/01/02,01/02,4,2020/01/02 14,51.08,34.06,51.55,0.0
2020,2020-01-02 14:15:00,2020/01/02,01/02,4,2020/01/02 14,50.84,33.9,51.55,0.0
2020,2020-01-02 14:30:00,2020/01/02,01/02,4,2020/01/02 14,50.84,33.9,51.55,0.0
2020,2020-01-02 14:45:00,2020/01/02,01/02,4,2020/01/02 14,50.84,33.9,51.55,0.0
2020,2020-01-02 15:00:00,2020/01/02,01/02,5,2020/01/02 15,50.84,33.9,51.55,0.0
2020,2020-01-02 15:15:00,2020/01/02,01/02,5,2020/01/02 15,49.98,33.32,51.55,0.0
2020,2020-01-02 15:30:00,2020/01/02,01/02,5,2020/01/02 15,49.98,33.32,51.55,0.0
2020,2020-01-02 15:45:00,2020/01/02,01/02,5,2020/01/02 15,49.98,33.32,51.55,0.0
2020,2020-01-02 16:00:00,2020/01/02,01/02,6,2020/01/02 16,49.98,33.32,51.55,0.0
2020,2020-01-02 16:15:00,2020/01/02,01/02,6,2020/01/02 16,53.1,35.4,0.0,0.0
2020,2020-01-02 16:30:00,2020/01/02,01/02,6,2020/01/02 16,53.1,35.4,54.656522,0.0
2020,2020-01-02 16:45:00,2020/01/02,01/02,6,2020/01/02 16,53.1,35.4,54.656522,0.0
2020,2020-01-02 17:00:00,2020/01/02,01/02,7,2020/01/02 17,53.1,35.4,54.656522,0.0
2020,2020-01-02 17:15:00,2020/01/02,01/02,7,2020/01/02 17,55.27,36.77,54.656522,0.0
2020,2020-01-02 17:30:00,2020/01/02,01/02,7,2020/01/02 17,55.27,36.77,54.656522,0.0
2020,2020-01-02 17:45:00,2020/01/02,01/02,7,2020/01/02 17,55.27,36.77,54.656522,0.0
2020,2020-01-02 18:00:00,2020/01/02,01/02,8,2020/01/02 18,55.27,36.77,52.55,0.0
2020,2020-01-02 18:15:00,2020/01/02,01/02,8,2020/01/02 18,55.55,36.77,52.55,0.0
2020,2020-01-02 18:30:00,2020/01/02,01/02,8,2020/01/02 18,55.55,36.77,52.55,0.0
2020,2020-01-02 18:45:00,2020/01/02,01/02,8,2020/01/02 18,55.55,36.77,52.55,0.0
2020,2020-01-02 19:00:00,2020/01/02,01/02,9,2020/01/02 19,55.55,36.77,52.55,0.0
2020,2020-01-02 19:15:00,2020/01/02,01/02,9,2020/01/02 19,54.68,36.46,52.55,0.0
2020,2020-01-02 19:30:00,2020/01/02,01/02,9,2020/01/02 19,54.68,36.46,52.55,0.0
2020,2020-01-02 19:45:00,2020/01/02,01/02,9,2020/01/02 19,54.68,36.46,52.55,0.0
2020,2020-01-02 20:00:00,2020/01/02,01/02,0,2020/01/02 20,54.68,36.46,52.55,0.0
2020,2020-01-02 20:15:00,2020/01/02,01/02,0,2020/01/02 20,51.3,34.2,0.0,0.0
2020,2020-01-02 20:30:00,2020/01/02,01/02,0,2020/01/02 20,51.3,34.2,0.0,0.0
2020,2020-01-02 20:45:00,2020/01/02,01/02,0,2020/01/02 20,51.3,34.2,0.0,0.0
2020,2020-01-02 21:00:00,2020/01/02,01/02,1,2020/01/02 21,51.3,34.2,0.0,0.0
2020,2020-01-02 21:15:00,2020/01/02,01/02,1,2020/01/02 21,44.96,29.98,0.0,0.0
2020,2020-01-02 21:30:00,2020/01/02,01/02,1,2020/01/02 21,44.96,29.98,0.0,0.0
2020,2020-01-02 21:45:00,2020/01/02,01/02,1,2020/01/02 21,44.96,29.98,0.0,0.0
2020,2020-01-02 22:00:00,2020/01/02,01/02,2,2020/01/02 22,44.96,29.98,0.0,0.0
2020,2020-01-02 22:15:00,2020/01/02,01/02,2,2020/01/02 22,43.78,29.18,0.0,0.0
2020,2020-01-02 22:30:00,2020/01/02,01/02,2,2020/01/02 22,43.78,29.18,0.0,0.0
2020,2020-01-02 22:45:00,2020/01/02,01/02,2,2020/01/02 22,43.78,29.18,0.0,0.0
2020,2020-01-02 23:00:00,2020/01/02,01/02,3,2020/01/02 23,43.78,29.18,0.0,0.0
2020,2020-01-02 23:15:00,2020/01/02,01/02,3,2020/01/02 23,42.58,28.38,0.0,0.0
2020,2020-01-02 23:30:00,2020/01/02,01/02,3,2020/01/02 23,42.58,28.38,0.0,0.0
2020,2020-01-02 23:45:00,2020/01/02,01/02,3,2020/01/02 23,42.58,28.38,0.0,0.0
2020,2020-01-03 00:00:00,2020/01/03,01/03,0,2020/01/03 00,42.58,28.38,0.0,0.0
2020,2020-01-03 00:15:00,2020/01/03,01/03,0,2020/01/03 00,42.94,28.62,0.0,0.0
2020,2020-01-03 00:30:00,2020/01/03,01/03,0,2020/01/03 00,42.94,28.62,0.0,0.0
2020,2020-01-03 00:45:00,2020/01/03,01/03,0,2020/01/03 00,42.94,28.62,0.0,0.0
2020,2020-01-03 01:00:00,2020/01/03,01/03,1,2020/01/03 01,42.94,28.62,0.0,0.0
2020,2020-01-03 01:15:00,2020/01/03,01/03,1,2020/01/03 01,40.99,27.33,0.0,0.0
2020,2020-01-03 01:30:00,2020/01/03,01/03,1,2020/01/03 01,40.99,27.33,0.0,0.0
2020,2020-01-03 01:45:00,2020/01/03,01/03,1,2020/01/03 01,40.99,27.33,0.0,0.0
2020,2020-01-03 02:00:00,2020/01/03,01/03,2,2020/01/03 02,40.99,27.33,0.0,0.0
2020,2020-01-03 02:15:00,2020/01/03,01/03,2,2020/01/03 02,38.4,25.6,0.0,0.0
2020,2020-01-03 02:30:00,2020/01/03,01/03,2,2020/01/03 02,38.4,25.6,0.0,0.0
2020,2020-01-03 02:45:00,2020/01/03,01/03,2,2020/01/03 02,38.4,25.6,0.0,0.0
2020,2020-01-03 03:00:00,2020/01/03,01/03,3,2020/01/03 03,38.4,25.6,0.0,0.0
2020,2020-01-03 03:15:00,2020/01/03,01/03,3,2020/01/03 03,37.54,25.02,0.0,0.0
2020,2020-01-03 03:30:00,2020/01/03,01/03,3,2020/01/03 03,37.54,25.02,0.0,0.0
2020,2020-01-03 03:45:00,2020/01/03,01/03,3,2020/01/03 03,37.54,25.02,0.0,0.0
2020,2020-01-03 04:00:00,2020/01/03,01/03,4,2020/01/03 04,37.54,25.02,0.0,0.0
2020,2020-01-03 04:15:00,2020/01/03,01/03,4,2020/01/03 04,37.55,25.03,0.0,0.0
2020,2020-01-03 04:30:00,2020/01/03,01/03,4,2020/01/03 04,37.55,25.03,0.0,0.0
2020,2020-01-03 04:45:00,2020/01/03,01/03,4,2020/01/03 04,37.55,25.03,0.0,0.0
2020,2020-01-03 05:00:00,2020/01/03,01/03,5,2020/01/03 05,37.55,25.03,0.0,0.0
2020,2020-01-03 05:15:00,2020/01/03,01/03,5,2020/01/03 05,41.4,27.6,0.0,0.0
2020,2020-01-03 05:30:00,2020/01/03,01/03,5,2020/01/03 05,41.4,27.6,0.0,0.0
2020,2020-01-03 05:45:00,2020/01/03,01/03,5,2020/01/03 05,41.4,27.6,0.0,0.0
2020,2020-01-03 06:00:00,2020/01/03,01/03,6,2020/01/03 06,41.4,27.6,0.0,0.0
2020,2020-01-03 06:15:00,2020/01/03,01/03,6,2020/01/03 06,49.04,32.7,0.0,0.0
2020,2020-01-03 06:30:00,2020/01/03,01/03,6,2020/01/03 06,49.04,32.7,0.0,0.0
2020,2020-01-03 06:45:00,2020/01/03,01/03,6,2020/01/03 06,49.04,32.7,0.0,0.0
2020,2020-01-03 07:00:00,2020/01/03,01/03,7,2020/01/03 07,49.04,32.7,0.0,0.0
2020,2020-01-03 07:15:00,2020/01/03,01/03,7,2020/01/03 07,52.1,34.74,0.0,0.0
2020,2020-01-03 07:30:00,2020/01/03,01/03,7,2020/01/03 07,52.1,34.74,0.0,0.0
2020,2020-01-03 07:45:00,2020/01/03,01/03,7,2020/01/03 07,52.1,34.74,0.0,0.0
2020,2020-01-03 08:00:00,2020/01/03,01/03,8,2020/01/03 08,52.1,34.74,0.0,0.0
2020,2020-01-03 08:15:00,2020/01/03,01/03,8,2020/01/03 08,52.61,35.07,0.0,0.0
2020,2020-01-03 08:30:00,2020/01/03,01/03,8,2020/01/03 08,52.61,35.07,0.0,0.0
2020,2020-01-03 08:45:00,2020/01/03,01/03,8,2020/01/03 08,52.61,35.07,0.0,0.0
2020,2020-01-03 09:00:00,2020/01/03,01/03,9,2020/01/03 09,52.61,35.07,0.0,0.0
2020,2020-01-03 09:15:00,2020/01/03,01/03,9,2020/01/03 09,53.2,35.46,0.0,0.0
2020,2020-01-03 09:30:00,2020/01/03,01/03,9,2020/01/03 09,53.2,35.46,0.0,0.0
2020,2020-01-03 09:45:00,2020/01/03,01/03,9,2020/01/03 09,53.2,35.46,0.0,0.0
2020,2020-01-03 10:00:00,2020/01/03,01/03,0,2020/01/03 10,53.2,35.46,0.0,0.0
2020,2020-01-03 10:15:00,2020/01/03,01/03,0,2020/01/03 10,53.1,35.4,0.0,0.0
2020,2020-01-03 10:30:00,2020/01/03,01/03,0,2020/01/03 10,53.1,35.4,0.0,0.0
2020,2020-01-03 10:45:00,2020/01/03,01/03,0,2020/01/03 10,53.1,35.4,0.0,0.0
2020,2020-01-03 11:00:00,2020/01/03,01/03,1,2020/01/03 11,53.1,35.4,0.0,0.0
2020,2020-01-03 11:15:00,2020/01/03,01/03,1,2020/01/03 11,52.99,35.33,0.0,0.0
2020,2020-01-03 11:30:00,2020/01/03,01/03,1,2020/01/03 11,52.99,35.33,0.0,0.0
2020,2020-01-03 11:45:00,2020/01/03,01/03,1,2020/01/03 11,52.99,35.33,0.0,0.0
2020,2020-01-03 12:00:00,2020/01/03,01/03,2,2020/01/03 12,52.99,35.33,0.0,0.0
2020,2020-01-03 12:15:00,2020/01/03,01/03,2,2020/01/03 12,51.9,34.6,0.0,0.0
2020,2020-01-03 12:30:00,2020/01/03,01/03,2,2020/01/03 12,51.9,34.6,0.0,0.0
2020,2020-01-03 12:45:00,2020/01/03,01/03,2,2020/01/03 12,51.9,34.6,0.0,0.0
2020,2020-01-03 13:00:00,2020/01/03,01/03,3,2020/01/03 13,51.9,34.6,0.0,0.0
2020,2020-01-03 13:15:00,2020/01/03,01/03,3,2020/01/03 13,51.17,34.11,0.0,0.0
2020,2020-01-03 13:30:00,2020/01/03,01/03,3,2020/01/03 13,51.17,34.11,0.0,0.0
2020,2020-01-03 13:45:00,2020/01/03,01/03,3,2020/01/03 13,51.17,34.11,0.0,0.0
2020,2020-01-03 14:00:00,2020/01/03,01/03,4,2020/01/03 14,51.17,34.11,0.0,0.0
2020,2020-01-03 14:15:00,2020/01/03,01/03,4,2020/01/03 14,52.72,35.14,0.0,0.0
2020,2020-01-03 14:30:00,2020/01/03,01/03,4,2020/01/03 14,52.72,35.14,0.0,0.0
2020,2020-01-03 14:45:00,2020/01/03,01/03,4,2020/01/03 14,52.72,35.14,0.0,0.0
2020,2020-01-03 15:00:00,2020/01/03,01/03,5,2020/01/03 15,52.72,35.14,0.0,0.0
2020,2020-01-03 15:15:00,2020/01/03,01/03,5,2020/01/03 15,50.51,33.67,0.0,0.0
2020,2020-01-03 15:30:00,2020/01/03,01/03,5,2020/01/03 15,50.51,33.67,0.0,0.0
2020,2020-01-03 15:45:00,2020/01/03,01/03,5,2020/01/03 15,50.51,33.67,0.0,0.0
